ABC Data
SL	IA	FZ	FX	SA	TSTC	FY	P
-0.03	0	-250	-238.59963250562	0	55	0	55.2
-0.025	0	-250	-209.737357499745	0	55	0	55.2
-0.02	0	-250	-181.915331241685	0	55	0	55.2
-0.015	0	-250	-154.998838629534	0	55	0	55.2
-0.01	0	-250	-128.814950800629	0	55	0	55.2
-0.005	0	-250	-103.161493211949	0	55	0	55.2
0	0	-250	-77.816504936082	0	55	0	55.2
0.005	0	-250	-52.5339400956464	0	55	0	55.2
0.01	0	-250	-26.9538589034347	0	55	0	55.2
0.015	0	-250	-0.654808888187816	0	55	0	55.2
0.02	0	-250	26.7592331361664	0	55	0	55.2
0.025	0	-250	55.6416552815983	0	55	0	55.2
0.03	0	-250	86.2849950494233	0	55	0	55.2
0.035	0	-250	118.901322008908	0	55	0	55.2
0.04	0	-250	153.602047087437	0	55	0	55.2
0.045	0	-250	190.378932623674	0	55	0	55.2
0.05	0	-250	229.089115710794	0	55	0	55.2
0.055	0	-250	269.447794290511	0	55	0	55.2
0.06	0	-250	311.032418375103	0	55	0	55.2
0.065	0	-250	353.301315940931	0	55	0	55.2
0.07	0	-250	395.627440281767	0	55	0	55.2
0.075	0	-250	437.344652228994	0	55	0	55.2
0.08	0	-250	477.800572605177	0	55	0	55.2
0.085	0	-250	516.407835214402	0	55	0	55.2
0.09	0	-250	552.68555199156	0	55	0	55.2
0.095	0	-250	586.285117286026	0	55	0	55.2
0.1	0	-250	616.998267039564	0	55	0	55.2
0.105	0	-250	644.749157638426	0	55	0	55.2
0.11	0	-250	669.574908075051	0	55	0	55.2
0.115	0	-250	691.600028004652	0	55	0	55.2
0.12	0	-250	711.009644290698	0	55	0	55.2
0.125	0	-250	728.025068861625	0	55	0	55.2
0.13	0	-250	742.88367882348	0	55	0	55.2
0.135	0	-250	755.823751703723	0	55	0	55.2
0.14	0	-250	767.073999040569	0	55	0	55.2
0.145	0	-250	776.847062254122	0	55	0	55.2
0.15	0	-250	785.336073501752	0	55	0	55.2
0.155	0	-250	792.713419987445	0	55	0	55.2
0.16	0	-250	799.130982905703	0	55	0	55.2
0.165	0	-250	804.721284539095	0	55	0	55.2
0.17	0	-250	809.59913112848	0	55	0	55.2
0.175	0	-250	813.863468113069	0	55	0	55.2
0.18	0	-250	817.599263985268	0	55	0	55.2
0.185	0	-250	820.879311593988	0	55	0	55.2
0.19	0	-250	823.765886096581	0	55	0	55.2
0.195	0	-250	826.312232155961	0	55	0	55.2
0.2	0	-250	828.563874074985	0	55	0	55.2
0.205	0	-250	830.559755103161	0	55	0	55.2
0.21	0	-250	832.333218963605	0	55	0	55.2
0.215	0	-250	833.912849761313	0	55	0	55.2
0.22	0	-250	835.323187256991	0	55	0	55.2
0.225	0	-250	836.58533397243	0	55	0	55.2
0.23	0	-250	837.717469353987	0	55	0	55.2
0.235	0	-250	838.735284652492	0	55	0	55.2
0.24	0	-250	839.652350520239	0	55	0	55.2
0.245	0	-250	840.480427716786	0	55	0	55.2
0.25	0	-250	841.229729828696	0	55	0	55.2
-0.25	4	-250	-906.876011659469	0	55	0	55.2
-0.245	4	-250	-905.899620442339	0	55	0	55.2
-0.24	4	-250	-904.829666122122	0	55	0	55.2
-0.235	4	-250	-903.655099087921	0	55	0	55.2
-0.23	4	-250	-902.363355817909	0	55	0	55.2
-0.225	4	-250	-900.940129920806	0	55	0	55.2
-0.22	4	-250	-899.369107084717	0	55	0	55.2
-0.215	4	-250	-897.631658579941	0	55	0	55.2
-0.21	4	-250	-895.706487446356	0	55	0	55.2
-0.205	4	-250	-893.569221086106	0	55	0	55.2
-0.2	4	-250	-891.191943782958	0	55	0	55.2
-0.195	4	-250	-888.542662837183	0	55	0	55.2
-0.19	4	-250	-885.584702767937	0	55	0	55.2
-0.185	4	-250	-882.276023721103	0	55	0	55.2
-0.18	4	-250	-878.568463286638	0	55	0	55.2
-0.175	4	-250	-874.406905998712	0	55	0	55.2
-0.17	4	-250	-869.728392688582	0	55	0	55.2
-0.165	4	-250	-864.461193633388	0	55	0	55.2
-0.16	4	-250	-858.523886361504	0	55	0	55.2
-0.155	4	-250	-851.824502450574	0	55	0	55.2
-0.15	4	-250	-844.259839054895	0	55	0	55.2
-0.145	4	-250	-835.715071152238	0	55	0	55.2
-0.14	4	-250	-826.063849399405	0	55	0	55.2
-0.135	4	-250	-815.169123586693	0	55	0	55.2
-0.13	4	-250	-802.884986743911	0	55	0	55.2
-0.125	4	-250	-789.059878036191	0	55	0	55.2
-0.12	4	-250	-773.541494280802	0	55	0	55.2
-0.115	4	-250	-756.183712709369	0	55	0	55.2
-0.11	4	-250	-736.855688220646	0	55	0	55.2
-0.105	4	-250	-715.453025340658	0	55	0	55.2
-0.1	4	-250	-691.910523371197	0	55	0	55.2
-0.095	4	-250	-666.215475050985	0	55	0	55.2
-0.09	4	-250	-638.419945183731	0	55	0	55.2
-0.085	4	-250	-608.650013312679	0	55	0	55.2
-0.08	4	-250	-577.109825467888	0	55	0	55.2
-0.075	4	-250	-544.078638726714	0	55	0	55.2
-0.07	4	-250	-509.899925620649	0	55	0	55.2
-0.065	4	-250	-474.962915403156	0	55	0	55.2
-0.06	4	-250	-439.678375299607	0	55	0	55.2
-0.055	4	-250	-404.451566544315	0	55	0	55.2
-0.05	4	-250	-369.655801152042	0	55	0	55.2
-0.045	4	-250	-335.609745313056	0	55	0	55.2
-0.04	4	-250	-302.560699289578	0	55	0	55.2
-0.035	4	-250	-270.674856777115	0	55	0	55.2
-0.03	4	-250	-240.034373250026	0	55	0	55.2
-0.025	4	-250	-210.640219095271	0	55	0	55.2
-0.02	4	-250	-182.419364453268	0	55	0	55.2
-0.015	4	-250	-155.234799755167	0	55	0	55.2
-0.01	4	-250	-128.897118431323	0	55	0	55.2
-0.005	4	-250	-103.176739125852	0	55	0	55.2
0	4	-250	-77.8167982901133	0	55	0	55.2
0.005	4	-250	-52.5299168526293	0	55	0	55.2
0.01	4	-250	-26.8949117061547	0	55	0	55.2
0.015	4	-250	-0.420703260241524	0	55	0	55.2
0.02	4	-250	27.3486257644567	0	55	0	55.2
0.025	4	-250	56.8099626107207	0	55	0	55.2
0.03	4	-250	88.2756367824432	0	55	0	55.2
0.035	4	-250	121.946104876377	0	55	0	55.2
0.04	4	-250	157.882683790438	0	55	0	55.2
0.045	4	-250	195.983897456611	0	55	0	55.2
0.05	4	-250	235.970688525462	0	55	0	55.2
0.055	4	-250	277.386642376872	0	55	0	55.2
0.06	4	-250	319.618532881781	0	55	0	55.2
0.065	4	-250	361.939265632959	0	55	0	55.2
0.07	4	-250	403.569951387438	0	55	0	55.2
0.075	4	-250	443.752006297908	0	55	0	55.2
0.08	4	-250	481.816329998448	0	55	0	55.2
0.085	4	-250	517.236775104287	0	55	0	55.2
0.09	4	-250	549.659482552265	0	55	0	55.2
0.095	4	-250	578.906329260369	0	55	0	55.2
0.1	4	-250	604.956905495887	0	55	0	55.2
0.105	4	-250	627.917006646762	0	55	0	55.2
0.11	4	-250	647.982091552577	0	55	0	55.2
0.115	4	-250	665.40238805238	0	55	0	55.2
0.12	4	-250	680.453665291579	0	55	0	55.2
0.125	4	-250	693.415228659842	0	55	0	55.2
0.13	4	-250	704.55496166214	0	55	0	55.2
0.135	4	-250	714.120305818201	0	55	0	55.2
0.14	4	-250	722.33375349009	0	55	0	55.2
0.145	4	-250	729.391488165938	0	55	0	55.2
0.15	4	-250	735.464041771517	0	55	0	55.2
0.155	4	-250	740.698118646606	0	55	0	55.2
0.16	4	-250	745.218992242058	0	55	0	55.2
0.165	4	-250	749.133086523696	0	55	0	55.2
0.17	4	-250	752.530506099852	0	55	0	55.2
0.175	4	-250	755.487384453187	0	55	0	55.2
0.18	4	-250	758.067988808665	0	55	0	55.2
0.185	4	-250	760.326563147475	0	55	0	55.2
0.19	4	-250	762.308915912981	0	55	0	55.2
0.195	4	-250	764.053772229949	0	55	0	55.2
0.2	4	-250	765.59391634897	0	55	0	55.2
0.205	4	-250	766.957151500558	0	55	0	55.2
0.21	4	-250	768.167103335791	0	55	0	55.2
0.215	4	-250	769.243890865352	0	55	0	55.2
0.22	4	-250	770.204686029544	0	55	0	55.2
0.225	4	-250	771.064180169385	0	55	0	55.2
0.23	4	-250	771.834972956799	0	55	0	55.2
0.235	4	-250	772.52789689271	0	55	0	55.2
0.24	4	-250	773.152288336132	0	55	0	55.2
0.245	4	-250	773.716214185426	0	55	0	55.2
0.25	4	-250	774.226661773728	0	55	0	55.2
-0.25	0	-750	-2700.58746992172	0	55	0	55.2
-0.245	0	-750	-2699.41876378758	0	55	0	55.2
-0.24	0	-750	-2698.15390004065	0	55	0	55.2
-0.235	0	-750	-2696.78255023735	0	55	0	55.2
-0.23	0	-750	-2695.29302425665	0	55	0	55.2
-0.225	0	-750	-2693.67205864722	0	55	0	55.2
-0.22	0	-750	-2691.90456732713	0	55	0	55.2
-0.215	0	-750	-2689.97334716175	0	55	0	55.2
-0.21	0	-750	-2687.85872932949	0	55	0	55.2
-0.205	0	-750	-2685.53816539771	0	55	0	55.2
-0.2	0	-750	-2682.98573458862	0	55	0	55.2
-0.195	0	-750	-2680.17155571064	0	55	0	55.2
-0.19	0	-750	-2677.06108354035	0	55	0	55.2
-0.185	0	-750	-2673.61426491352	0	55	0	55.2
-0.18	0	-750	-2669.78452424998	0	55	0	55.2
-0.175	0	-750	-2665.51754150239	0	55	0	55.2
-0.17	0	-750	-2660.74977738396	0	55	0	55.2
-0.165	0	-750	-2655.40669100421	0	55	0	55.2
-0.16	0	-750	-2649.40058359442	0	55	0	55.2
-0.155	0	-750	-2642.62798883717	0	55	0	55.2
-0.15	0	-750	-2634.96651570196	0	55	0	55.2
-0.145	0	-750	-2626.27103440468	0	55	0	55.2
-0.14	0	-750	-2616.36908179818	0	55	0	55.2
-0.135	0	-750	-2605.05535227644	0	55	0	55.2
-0.13	0	-750	-2592.08513962978	0	55	0	55.2
-0.125	0	-750	-2577.16661346625	0	55	0	55.2
-0.12	0	-750	-2559.95186575043	0	55	0	55.2
-0.115	0	-750	-2540.02677189343	0	55	0	55.2
-0.11	0	-750	-2516.8999110598	0	55	0	55.2
-0.105	0	-750	-2489.99113004479	0	55	0	55.2
-0.1	0	-750	-2458.62087581244	0	55	0	55.2
-0.095	0	-750	-2422.00223101745	0	55	0	55.2
-0.09	0	-750	-2379.23871421237	0	55	0	55.2
-0.085	0	-750	-2329.3323311519	0	55	0	55.2
-0.08	0	-750	-2271.20789831837	0	55	0	55.2
-0.075	0	-750	-2203.76080856367	0	55	0	55.2
-0.07	0	-750	-2125.93521864066	0	55	0	55.2
-0.065	0	-750	-2036.83667573553	0	55	0	55.2
-0.06	0	-750	-1935.87590631507	0	55	0	55.2
-0.055	0	-750	-1822.92820791094	0	55	0	55.2
-0.05	0	-750	-1698.47752458713	0	55	0	55.2
-0.045	0	-750	-1563.70171957524	0	55	0	55.2
-0.04	0	-750	-1420.4547408502	0	55	0	55.2
-0.035	0	-750	-1271.11958379184	0	55	0	55.2
-0.03	0	-750	-1118.34175370165	0	55	0	55.2
-0.025	0	-750	-964.692905713349	0	55	0	55.2
-0.02	0	-750	-812.339200847484	0	55	0	55.2
-0.015	0	-750	-662.786328641617	0	55	0	55.2
-0.01	0	-750	-516.746396793084	0	55	0	55.2
-0.005	0	-750	-374.136442954203	0	55	0	55.2
0	0	-750	-234.314189049491	0	55	0	55.2
0.005	0	-750	-95.6513838707866	0	55	0	55.2
0.01	0	-750	43.3439917877329	0	55	0	55.2
0.015	0	-750	185.789164299797	0	55	0	55.2
0.02	0	-750	334.414128159551	0	55	0	55.2
0.025	0	-750	490.972914532986	0	55	0	55.2
0.03	0	-750	655.837392087674	0	55	0	55.2
0.035	0	-750	827.732574378462	0	55	0	55.2
0.04	0	-750	1003.72464327694	0	55	0	55.2
0.045	0	-750	1179.55013994099	0	55	0	55.2
0.05	0	-750	1350.27696008566	0	55	0	55.2
0.055	0	-750	1511.14510281108	0	55	0	55.2
0.06	0	-750	1658.33600267478	0	55	0	55.2
0.065	0	-750	1789.4440367742	0	55	0	55.2
0.07	0	-750	1903.56302417469	0	55	0	55.2
0.075	0	-750	2001.05851594668	0	55	0	55.2
0.08	0	-750	2083.18116934858	0	55	0	55.2
0.085	0	-750	2151.66863454109	0	55	0	55.2
0.09	0	-750	2208.42467238363	0	55	0	55.2
0.095	0	-750	2255.3034848109	0	55	0	55.2
0.1	0	-750	2293.98885388865	0	55	0	55.2
0.105	0	-750	2325.94269736645	0	55	0	55.2
0.11	0	-750	2352.39733268736	0	55	0	55.2
0.115	0	-750	2374.37150756937	0	55	0	55.2
0.12	0	-750	2392.69692878191	0	55	0	55.2
0.125	0	-750	2408.04744341031	0	55	0	55.2
0.13	0	-750	2420.96675692801	0	55	0	55.2
0.135	0	-750	2431.892871673	0	55	0	55.2
0.14	0	-750	2441.1787222176	0	55	0	55.2
0.145	0	-750	2449.10914154517	0	55	0	55.2
0.15	0	-750	2455.91457888816	0	55	0	55.2
0.155	0	-750	2461.78207638135	0	55	0	55.2
0.16	0	-750	2466.86399847676	0	55	0	55.2
0.165	0	-750	2471.28495203482	0	55	0	55.2
0.17	0	-750	2475.14726601293	0	55	0	55.2
0.175	0	-750	2478.53533223266	0	55	0	55.2
0.18	0	-750	2481.51904897535	0	55	0	55.2
0.185	0	-750	2484.15655896843	0	55	0	55.2
0.19	0	-750	2486.49643245273	0	55	0	55.2
0.195	0	-750	2488.57941337684	0	55	0	55.2
0.2	0	-750	2490.43982100885	0	55	0	55.2
0.205	0	-750	2492.10667908966	0	55	0	55.2
0.21	0	-750	2493.60462893311	0	55	0	55.2
0.215	0	-750	2494.95467065374	0	55	0	55.2
0.22	0	-750	2496.17476720236	0	55	0	55.2
0.225	0	-750	2497.28033850373	0	55	0	55.2
0.23	0	-750	2498.28466724016	0	55	0	55.2
0.235	0	-750	2499.1992333403	0	55	0	55.2
0.24	0	-750	2500.03399072588	0	55	0	55.2
0.245	0	-750	2500.79759712089	0	55	0	55.2
0.25	0	-750	2501.49760556619	0	55	0	55.2
-0.25	4	-750	-2507.04279605336	0	55	0	55.2
-0.245	4	-750	-2506.18597326227	0	55	0	55.2
-0.24	4	-750	-2505.25924373481	0	55	0	55.2
-0.235	4	-750	-2504.25511863073	0	55	0	55.2
-0.23	4	-750	-2503.16511881817	0	55	0	55.2
-0.225	4	-750	-2501.97961953106	0	55	0	55.2
-0.22	4	-750	-2500.68766693833	0	55	0	55.2
-0.215	4	-750	-2499.27676090371	0	55	0	55.2
-0.21	4	-750	-2497.7325969287	0	55	0	55.2
-0.205	4	-750	-2496.03875867266	0	55	0	55.2
-0.2	4	-750	-2494.17635045298	0	55	0	55.2
-0.195	4	-750	-2492.12355664396	0	55	0	55.2
-0.19	4	-750	-2489.85511178964	0	55	0	55.2
-0.185	4	-750	-2487.34166136449	0	55	0	55.2
-0.18	4	-750	-2484.54898826211	0	55	0	55.2
-0.175	4	-750	-2481.43707402415	0	55	0	55.2
-0.17	4	-750	-2477.95895625146	0	55	0	55.2
-0.165	4	-750	-2474.0593342242	0	55	0	55.2
-0.16	4	-750	-2469.67286311315	0	55	0	55.2
-0.155	4	-750	-2464.72206288234	0	55	0	55.2
-0.15	4	-750	-2459.11475068917	0	55	0	55.2
-0.145	4	-750	-2452.74088504954	0	55	0	55.2
-0.14	4	-750	-2445.4686863667	0	55	0	55.2
-0.135	4	-750	-2437.13987245769	0	55	0	55.2
-0.13	4	-750	-2427.56382164385	0	55	0	55.2
-0.125	4	-750	-2416.51045443577	0	55	0	55.2
-0.12	4	-750	-2403.70161666593	0	55	0	55.2
-0.115	4	-750	-2388.80076788095	0	55	0	55.2
-0.11	4	-750	-2371.40085572531	0	55	0	55.2
-0.105	4	-750	-2351.0104334702	0	55	0	55.2
-0.1	4	-750	-2327.03842085097	0	55	0	55.2
-0.095	4	-750	-2298.77851450504	0	55	0	55.2
-0.09	4	-750	-2265.39524863945	0	55	0	55.2
-0.085	4	-750	-2225.91522192259	0	55	0	55.2
-0.08	4	-750	-2179.22911822801	0	55	0	55.2
-0.075	4	-750	-2124.11272803114	0	55	0	55.2
-0.07	4	-750	-2059.27763032288	0	55	0	55.2
-0.065	4	-750	-1983.46311230135	0	55	0	55.2
-0.06	4	-750	-1895.57781999956	0	55	0	55.2
-0.055	4	-750	-1794.88941511647	0	55	0	55.2
-0.05	4	-750	-1681.241159167	0	55	0	55.2
-0.045	4	-750	-1555.24848227908	0	55	0	55.2
-0.04	4	-750	-1418.40690886702	0	55	0	55.2
-0.035	4	-750	-1273.04258140939	0	55	0	55.2
-0.03	4	-750	-1122.07158260502	0	55	0	55.2
-0.025	4	-750	-968.598545885579	0	55	0	55.2
-0.02	4	-750	-815.448809361594	0	55	0	55.2
-0.015	4	-750	-664.755432396002	0	55	0	55.2
-0.01	4	-750	-517.698559348737	0	55	0	55.2
-0.005	4	-750	-374.438244161327	0	55	0	55.2
0	4	-750	-234.371442111802	0	55	0	55.2
0.005	4	-750	-95.6513600647743	0	55	0	55.2
0.01	4	-750	43.4575987659349	0	55	0	55.2
0.015	4	-750	186.579143358066	0	55	0	55.2
0.02	4	-750	336.781906484694	0	55	0	55.2
0.025	4	-750	495.805064917006	0	55	0	55.2
0.03	4	-750	663.535219598641	0	55	0	55.2
0.035	4	-750	837.734367601969	0	55	0	55.2
0.04	4	-750	1014.19308241645	0	55	0	55.2
0.045	4	-750	1187.39983582324	0	55	0	55.2
0.05	4	-750	1351.60739769849	0	55	0	55.2
0.055	4	-750	1501.95492116981	0	55	0	55.2
0.06	4	-750	1635.25172803325	0	55	0	55.2
0.065	4	-750	1750.20937192515	0	55	0	55.2
0.07	4	-750	1847.18262019749	0	55	0	55.2
0.075	4	-750	1927.65212818986	0	55	0	55.2
0.08	4	-750	1993.68460533401	0	55	0	55.2
0.085	4	-750	2047.50961906168	0	55	0	55.2
0.09	4	-750	2091.25078328282	0	55	0	55.2
0.095	4	-750	2126.78904134339	0	55	0	55.2
0.1	4	-750	2155.71635480991	0	55	0	55.2
0.105	4	-750	2179.34156141224	0	55	0	55.2
0.11	4	-750	2198.72119688402	0	55	0	55.2
0.115	4	-750	2214.69874971064	0	55	0	55.2
0.12	4	-750	2227.94357213727	0	55	0	55.2
0.125	4	-750	2238.98550058376	0	55	0	55.2
0.13	4	-750	2248.24392506393	0	55	0	55.2
0.135	4	-750	2256.05138333001	0	55	0	55.2
0.14	4	-750	2262.67232241679	0	55	0	55.2
0.145	4	-750	2268.31783554336	0	55	0	55.2
0.15	4	-750	2273.15715790184	0	55	0	55.2
0.155	4	-750	2277.32660443397	0	55	0	55.2
0.16	4	-750	2280.93651296593	0	55	0	55.2
0.165	4	-750	2284.07664266828	0	55	0	55.2
0.17	4	-750	2286.82038036884	0	55	0	55.2
0.175	4	-750	2289.22802772483	0	55	0	55.2
0.18	4	-750	2291.3493792717	0	55	0	55.2
0.185	4	-750	2293.22575236789	0	55	0	55.2
0.19	4	-750	2294.89159235329	0	55	0	55.2
0.195	4	-750	2296.37574741317	0	55	0	55.2
0.2	4	-750	2297.70248567092	0	55	0	55.2
0.205	4	-750	2298.89231030878	0	55	0	55.2
0.21	4	-750	2299.96261577917	0	55	0	55.2
0.215	4	-750	2300.92821845444	0	55	0	55.2
0.22	4	-750	2301.80178763629	0	55	0	55.2
0.225	4	-750	2302.59419715297	0	55	0	55.2
0.23	4	-750	2303.31481339306	0	55	0	55.2
0.235	4	-750	2303.97173224493	0	55	0	55.2
0.24	4	-750	2304.57197479262	0	55	0	55.2
0.245	4	-750	2305.1216495822	0	55	0	55.2
0.25	4	-750	2305.62608768289	0	55	0	55.2
-0.25	0	-1500	-4649.2500833856	0	55	0	55.2
-0.245	0	-1500	-4647.62367364173	0	55	0	55.2
-0.24	0	-1500	-4645.89923347844	0	55	0	55.2
-0.235	0	-1500	-4644.06877022456	0	55	0	55.2
-0.23	0	-1500	-4642.12346482665	0	55	0	55.2
-0.225	0	-1500	-4640.05356784261	0	55	0	55.2
-0.22	0	-1500	-4637.84827994638	0	55	0	55.2
-0.215	0	-1500	-4635.49561427059	0	55	0	55.2
-0.21	0	-1500	-4632.98223738834	0	55	0	55.2
-0.205	0	-1500	-4630.29328509245	0	55	0	55.2
-0.2	0	-1500	-4627.41214834295	0	55	0	55.2
-0.195	0	-1500	-4624.3202237841	0	55	0	55.2
-0.19	0	-1500	-4620.99662203403	0	55	0	55.2
-0.185	0	-1500	-4617.41782546388	0	55	0	55.2
-0.18	0	-1500	-4613.5572853312	0	55	0	55.2
-0.175	0	-1500	-4609.38494581467	0	55	0	55.2
-0.17	0	-1500	-4604.86667958412	0	55	0	55.2
-0.165	0	-1500	-4599.96361586063	0	55	0	55.2
-0.16	0	-1500	-4594.63133725346	0	55	0	55.2
-0.155	0	-1500	-4588.81891570903	0	55	0	55.2
-0.15	0	-1500	-4582.46775028042	0	55	0	55.2
-0.145	0	-1500	-4575.51015960368	0	55	0	55.2
-0.14	0	-1500	-4567.86766925165	0	55	0	55.2
-0.135	0	-1500	-4559.44891758726	0	55	0	55.2
-0.13	0	-1500	-4550.1470820891	0	55	0	55.2
-0.125	0	-1500	-4539.8366996484	0	55	0	55.2
-0.12	0	-1500	-4528.36971669559	0	55	0	55.2
-0.115	0	-1500	-4515.57055500277	0	55	0	55.2
-0.11	0	-1500	-4501.22991224769	0	55	0	55.2
-0.105	0	-1500	-4485.09692692657	0	55	0	55.2
-0.1	0	-1500	-4466.86921680044	0	55	0	55.2
-0.095	0	-1500	-4446.18013768714	0	55	0	55.2
-0.09	0	-1500	-4422.58239025919	0	55	0	55.2
-0.085	0	-1500	-4395.52680720003	0	55	0	55.2
-0.08	0	-1500	-4364.33475726321	0	55	0	55.2
-0.075	0	-1500	-4328.16207818824	0	55	0	55.2
-0.07	0	-1500	-4285.95176959018	0	55	0	55.2
-0.065	0	-1500	-4236.37182671337	0	55	0	55.2
-0.06	0	-1500	-4177.73361027986	0	55	0	55.2
-0.055	0	-1500	-4107.88518107561	0	55	0	55.2
-0.05	0	-1500	-4024.0735109165	0	55	0	55.2
-0.045	0	-1500	-3922.77043234867	0	55	0	55.2
-0.04	0	-1500	-3799.46179629146	0	55	0	55.2
-0.035	0	-1500	-3648.41190126778	0	55	0	55.2
-0.03	0	-1500	-3462.44358755142	0	55	0	55.2
-0.025	0	-1500	-3232.83017048608	0	55	0	55.2
-0.02	0	-1500	-2949.49037970955	0	55	0	55.2
-0.015	0	-1500	-2601.80583778633	0	55	0	55.2
-0.01	0	-1500	-2180.47442060855	0	55	0	55.2
-0.005	0	-1500	-1680.67940204279	0	55	0	55.2
0	0	-1500	-1106.72561933123	0	55	0	55.2
0.005	0	-1500	-472.969511560569	0	55	0	55.2
0.01	0	-1500	191.340646540396	0	55	0	55.2
0.015	0	-1500	851.228302700508	0	55	0	55.2
0.02	0	-1500	1473.27992594511	0	55	0	55.2
0.025	0	-1500	2032.46408532939	0	55	0	55.2
0.03	0	-1500	2515.71925929207	0	55	0	55.2
0.035	0	-1500	2921.13750866839	0	55	0	55.2
0.04	0	-1500	3254.50095308654	0	55	0	55.2
0.045	0	-1500	3525.43588199312	0	55	0	55.2
0.05	0	-1500	3744.52521876817	0	55	0	55.2
0.055	0	-1500	3921.65345903551	0	55	0	55.2
0.06	0	-1500	4065.30203518697	0	55	0	55.2
0.065	0	-1500	4182.40900879907	0	55	0	55.2
0.07	0	-1500	4278.49894460273	0	55	0	55.2
0.075	0	-1500	4357.90831515564	0	55	0	55.2
0.08	0	-1500	4424.01940866198	0	55	0	55.2
0.085	0	-1500	4479.46692637513	0	55	0	55.2
0.09	0	-1500	4526.30730715904	0	55	0	55.2
0.095	0	-1500	4566.1521697948	0	55	0	55.2
0.1	0	-1500	4600.27128757941	0	55	0	55.2
0.105	0	-1500	4629.6712065514	0	55	0	55.2
0.11	0	-1500	4655.15500427582	0	55	0	55.2
0.115	0	-1500	4677.36769282858	0	55	0	55.2
0.12	0	-1500	4696.83078677803	0	55	0	55.2
0.125	0	-1500	4713.96872005232	0	55	0	55.2
0.13	0	-1500	4729.12913021644	0	55	0	55.2
0.135	0	-1500	4742.59851838112	0	55	0	55.2
0.14	0	-1500	4754.61440919911	0	55	0	55.2
0.145	0	-1500	4765.37484979068	0	55	0	55.2
0.15	0	-1500	4775.04587490079	0	55	0	55.2
0.155	0	-1500	4783.7674091165	0	55	0	55.2
0.16	0	-1500	4791.65796110666	0	55	0	55.2
0.165	0	-1500	4798.81837882679	0	55	0	55.2
0.17	0	-1500	4805.33487053615	0	55	0	55.2
0.175	0	-1500	4811.28144850781	0	55	0	55.2
0.18	0	-1500	4816.72191624312	0	55	0	55.2
0.185	0	-1500	4821.71149274154	0	55	0	55.2
0.19	0	-1500	4826.29814666575	0	55	0	55.2
0.195	0	-1500	4830.52369742258	0	55	0	55.2
0.2	0	-1500	4834.42472803373	0	55	0	55.2
0.205	0	-1500	4838.03334529371	0	55	0	55.2
0.21	0	-1500	4841.3778154365	0	55	0	55.2
0.215	0	-1500	4844.48309785833	0	55	0	55.2
0.22	0	-1500	4847.37129499544	0	55	0	55.2
0.225	0	-1500	4850.06203295244	0	55	0	55.2
0.23	0	-1500	4852.57278470381	0	55	0	55.2
