ABC Data
SA	IA	FZ	FY	TSTC	FX	SR	P
9.5	0	-250	-866.330896098871	55	0	0	55.2
9.6	0	-250	-869.083830942798	55	0	0	55.2
9.7	0	-250	-871.624559962268	55	0	0	55.2
9.8	0	-250	-873.952673662201	55	0	0	55.2
9.9	0	-250	-876.067819839054	55	0	0	55.2
10	0	-250	-877.969703542338	55	0	0	55.2
10.1	0	-250	-879.658087018156	55	0	0	55.2
10.2	0	-250	-881.132789634858	55	0	0	55.2
10.3	0	-250	-882.393687790901	55	0	0	55.2
10.4	0	-250	-883.440714804997	55	0	0	55.2
10.5	0	-250	-884.273860788661	55	0	0	55.2
10.6	0	-250	-884.893172501259	55	0	0	55.2
10.7	0	-250	-885.298753187676	55	0	0	55.2
10.8	0	-250	-885.49076239872	55	0	0	55.2
10.9	0	-250	-885.469415794385	55	0	0	55.2
11	0	-250	-885.234984930112	55	0	0	55.2
11.1	0	-250	-884.787797026185	55	0	0	55.2
11.2	0	-250	-884.128234720402	55	0	0	55.2
11.3	0	-250	-883.256735804172	55	0	0	55.2
11.4	0	-250	-882.1737929422	55	0	0	55.2
11.5	0	-250	-880.879953375915	55	0	0	55.2
11.6	0	-250	-879.375818610808	55	0	0	55.2
11.7	0	-250	-877.662044087861	55	0	0	55.2
11.8	0	-250	-875.739338839231	55	0	0	55.2
11.9	0	-250	-873.608465128388	55	0	0	55.2
12	0	-250	-871.270238074885	55	0	0	55.2
-12.1	4	-250	755.077956863839	55	0	0	55.2
-12	4	-250	761.063420958912	55	0	0	55.2
-11.9	4	-250	766.951688659149	55	0	0	55.2
-11.8	4	-250	772.739847496869	55	0	0	55.2
-11.7	4	-250	778.424985964425	55	0	0	55.2
-11.6	4	-250	784.004194843116	55	0	0	55.2
-11.5	4	-250	789.474568553595	55	0	0	55.2
-11.4	4	-250	794.833206527074	55	0	0	55.2
-11.3	4	-250	800.077214596739	55	0	0	55.2
-11.2	4	-250	805.203706408607	55	0	0	55.2
-11.1	4	-250	810.209804851174	55	0	0	55.2
-11	4	-250	815.092643503068	55	0	0	55.2
-10.9	4	-250	819.849368097957	55	0	0	55.2
-10.8	4	-250	824.477138005894	55	0	0	55.2
-10.7	4	-250	828.973127730298	55	0	0	55.2
-10.6	4	-250	833.334528419696	55	0	0	55.2
-10.5	4	-250	837.558549393354	55	0	0	55.2
-10.4	4	-250	841.642419679894	55	0	0	55.2
-10.3	4	-250	845.583389567962	55	0	0	55.2
-10.2	4	-250	849.378732168008	55	0	0	55.2
-10.1	4	-250	853.025744984169	55	0	0	55.2
-10	4	-250	856.521751495282	55	0	0	55.2
-9.9	4	-250	859.864102743975	55	0	0	55.2
-9.8	4	-250	863.050178932812	55	0	0	55.2
-9.7	4	-250	866.077391026387	55	0	0	55.2
-9.6	4	-250	868.943182358315	55	0	0	55.2
-9.5	4	-250	871.645030241969	55	0	0	55.2
-9.4	4	-250	874.180447583854	55	0	0	55.2
-9.3	4	-250	876.546984498452	55	0	0	55.2
-9.2	4	-250	878.742229923381	55	0	0	55.2
-9.1	4	-250	880.763813233659	55	0	0	55.2
-9	4	-250	882.60940585389	55	0	0	55.2
-8.9	4	-250	884.276722867145	55	0	0	55.2
-8.8	4	-250	885.763524619286	55	0	0	55.2
-8.7	4	-250	887.067618317521	55	0	0	55.2
-8.6	4	-250	888.186859621888	55	0	0	55.2
-8.5	4	-250	889.119154228425	55	0	0	55.2
-8.4	4	-250	889.862459442736	55	0	0	55.2
-8.3	4	-250	890.414785742643	55	0	0	55.2
-8.2	4	-250	890.77419832866	55	0	0	55.2
-8.1	4	-250	890.938818660936	55	0	0	55.2
-8	4	-250	890.906825981397	55	0	0	55.2
-7.9	4	-250	890.676458819739	55	0	0	55.2
-7.8	4	-250	890.246016481959	55	0	0	55.2
-7.7	4	-250	889.61386052011	55	0	0	55.2
-7.6	4	-250	888.778416181941	55	0	0	55.2
-7.5	4	-250	887.738173839111	55	0	0	55.2
-7.4	4	-250	886.491690392638	55	0	0	55.2
-7.3	4	-250	885.037590654291	55	0	0	55.2
-7.2	4	-250	883.374568702574	55	0	0	55.2
-7.1	4	-250	881.501389212033	55	0	0	55.2
-7	4	-250	879.41688875455	55	0	0	55.2
-6.9	4	-250	877.119977071353	55	0	0	55.2
-6.8	4	-250	874.609638314449	55	0	0	55.2
-6.7	4	-250	871.884932256216	55	0	0	55.2
-6.6	4	-250	868.944995465877	55	0	0	55.2
-6.5	4	-250	865.789042451646	55	0	0	55.2
-6.4	4	-250	862.416366767276	55	0	0	55.2
-6.3	4	-250	858.826342081831	55	0	0	55.2
-6.2	4	-250	855.018423211464	55	0	0	55.2
-6.1	4	-250	850.992147112048	55	0	0	55.2
-6	4	-250	846.747133831492	55	0	0	55.2
-5.9	4	-250	842.283087420618	55	0	0	55.2
-5.8	4	-250	837.599796801498	55	0	0	55.2
-5.7	4	-250	832.697136592165	55	0	0	55.2
-5.6	4	-250	827.575067886644	55	0	0	55.2
-5.5	4	-250	822.233638989287	55	0	0	55.2
-5.4	4	-250	816.672986102399	55	0	0	55.2
-5.3	4	-250	810.893333966216	55	0	0	55.2
-5.2	4	-250	804.894996450273	55	0	0	55.2
-5.1	4	-250	798.678377095287	55	0	0	55.2
-5	4	-250	792.243969604674	55	0	0	55.2
-4.9	4	-250	785.592358284882	55	0	0	55.2
-4.8	4	-250	778.724218433742	55	0	0	55.2
-4.7	4	-250	771.640316676078	55	0	0	55.2
-4.6	4	-250	764.341511245884	55	0	0	55.2
-4.5	4	-250	756.82875221436	55	0	0	55.2
-4.4	4	-250	749.103081663207	55	0	0	55.2
-4.3	4	-250	741.165633802565	55	0	0	55.2
-4.2	4	-250	733.017635033069	55	0	0	55.2
-4.1	4	-250	724.660403951504	55	0	0	55.2
-4	4	-250	716.095351299608	55	0	0	55.2
-3.9	4	-250	707.323979855622	55	0	0	55.2
-3.8	4	-250	698.347884268194	55	0	0	55.2
-3.7	4	-250	689.16875083237	55	0	0	55.2
-3.6	4	-250	679.788357207345	55	0	0	55.2
-3.5	4	-250	670.208572075803	55	0	0	55.2
-3.4	4	-250	660.431354744658	55	0	0	55.2
-3.3	4	-250	650.45875468707	55	0	0	55.2
-3.2	4	-250	640.292911025687	55	0	0	55.2
-3.1	4	-250	629.936051957075	55	0	0	55.2
-3	4	-250	619.390494117396	55	0	0	55.2
-2.9	4	-250	608.658641889392	55	0	0	55.2
-2.8	4	-250	597.742986650842	55	0	0	55.2
-2.7	4	-250	586.646105964652	55	0	0	55.2
-2.6	4	-250	575.370662710868	55	0	0	55.2
-2.5	4	-250	563.919404160852	55	0	0	55.2
-2.4	4	-250	552.295160994027	55	0	0	55.2
-2.3	4	-250	540.500846257539	55	0	0	55.2
-2.2	4	-250	528.539454269344	55	0	0	55.2
-2.1	4	-250	516.414059465184	55	0	0	55.2
-2	4	-250	504.127815190037	55	0	0	55.2
-1.9	4	-250	491.683952434646	55	0	0	55.2
-1.8	4	-250	479.085778517792	55	0	0	55.2
-1.7	4	-250	466.336675715013	55	0	0	55.2
-1.6	4	-250	453.440099834563	55	0	0	55.2
-1.5	4	-250	440.399578741395	55	0	0	55.2
-1.4	4	-250	427.218710830062	55	0	0	55.2
-1.3	4	-250	413.901163447423	55	0	0	55.2
-1.2	4	-250	400.450671266151	55	0	0	55.2
-1.1	4	-250	386.871034610019	55	0	0	55.2
-0.999999999999998	4	-250	373.166117732051	55	0	0	55.2
-0.899999999999999	4	-250	359.339847046628	55	0	0	55.2
-0.799999999999999	4	-250	345.396209316688	55	0	0	55.2
-0.699999999999999	4	-250	331.339249797252	55	0	0	55.2
-0.6	4	-250	317.173070336457	55	0	0	55.2
-0.499999999999998	4	-250	302.901827435426	55	0	0	55.2
-0.399999999999999	4	-250	288.529730268254	55	0	0	55.2
-0.299999999999999	4	-250	274.061038663499	55	0	0	55.2
-0.199999999999999	4	-250	259.500061048561	55	0	0	55.2
-0.0999999999999996	4	-250	244.851152358368	55	0	0	55.2
1.77635683940025e-15	4	-250	230.11871190988	55	0	0	55.2
0.100000000000001	4	-250	215.307181243867	55	0	0	55.2
0.200000000000001	4	-250	200.421041935533	55	0	0	55.2
0.300000000000001	4	-250	185.464813375536	55	0	0	55.2
0.4	4	-250	170.443050523011	55	0	0	55.2
0.500000000000002	4	-250	155.360341632214	55	0	0	55.2
0.600000000000001	4	-250	140.22130595445	55	0	0	55.2
0.700000000000001	4	-250	125.030591416952	55	0	0	55.2
0.800000000000001	4	-250	109.792872280417	55	0	0	55.2
0.9	4	-250	94.5128467769298	55	0	0	55.2
1	4	-250	79.195234730001	55	0	0	55.2
1.1	4	-250	63.8447751584964	55	0	0	55.2
1.2	4	-250	48.4662238662224	55	0	0	55.2
1.3	4	-250	33.0643510189693	55	0	0	55.2
1.4	4	-250	17.6439387108113	55	0	0	55.2
1.5	4	-250	2.20977852148081	55	0	0	55.2
1.6	4	-250	-13.233330933356	55	0	0	55.2
1.7	4	-250	-28.6805867583841	55	0	0	55.2
1.8	4	-250	-44.127354316565	55	0	0	55.2
1.9	4	-250	-59.5694532165865	55	0	0	55.2
2	4	-250	-75.0027785410699	55	0	0	55.2
2.1	4	-250	-90.4232263559933	55	0	0	55.2
2.2	4	-250	-105.826694171803	55	0	0	55.2
2.3	4	-250	-121.20908140565	55	0	0	55.2
2.4	4	-250	-136.566289845109	55	0	0	55.2
2.5	4	-250	-151.894224113746	55	0	0	55.2
2.6	4	-250	-167.188792138882	55	0	0	55.2
2.7	4	-250	-182.445905621914	55	0	0	55.2
2.8	4	-250	-197.661480511551	55	0	0	55.2
2.9	4	-250	-212.831437480307	55	0	0	55.2
3	4	-250	-227.951702404621	55	0	0	55.2
3.1	4	-250	-243.01820684894	55	0	0	55.2
3.2	4	-250	-258.026888554118	55	0	0	55.2
3.3	4	-250	-272.973691930489	55	0	0	55.2
3.4	4	-250	-287.854568555937	55	0	0	55.2
3.5	4	-250	-302.665477679335	55	0	0	55.2
3.6	4	-250	-317.40238672966	55	0	0	55.2
3.7	4	-250	-332.061271831158	55	0	0	55.2
3.8	4	-250	-346.638118324864	55	0	0	55.2
3.9	4	-250	-361.128921296832	55	0	0	55.2
4	4	-250	-375.529686113381	55	0	0	55.2
4.1	4	-250	-389.836428963717	55	0	0	55.2
4.2	4	-250	-404.045177410216	55	0	0	55.2
4.3	4	-250	-418.151970946715	55	0	0	55.2
4.4	4	-250	-432.152861565115	55	0	0	55.2
4.5	4	-250	-446.043914330612	55	0	0	55.2
4.6	4	-250	-459.821207965848	55	0	0	55.2
4.7	4	-250	-473.480835444323	55	0	0	55.2
4.8	4	-250	-487.018904593311	55	0	0	55.2
4.9	4	-250	-500.431538706627	55	0	0	55.2
5	4	-250	-513.714877167499	55	0	0	55.2
5.1	4	-250	-526.865076081838	55	0	0	55.2
5.2	4	-250	-539.878308922199	55	0	0	55.2
5.3	4	-250	-552.75076718267	55	0	0	55.2
5.4	4	-250	-565.478661044992	55	0	0	55.2
5.5	4	-250	-578.058220056155	55	0	0	55.2
5.6	4	-250	-590.485693817713	55	0	0	55.2
5.7	4	-250	-602.757352687086	55	0	0	55.2
5.8	4	-250	-614.869488491071	55	0	0	55.2
5.9	4	-250	-626.818415251808	55	0	0	55.2
6	4	-250	-638.600469925422	55	0	0	55.2
6.1	4	-250	-650.21201315355	55	0	0	55.2
6.2	4	-250	-661.649430027988	55	0	0	55.2
6.3	4	-250	-672.909130868623	55	0	0	55.2
6.4	4	-250	-683.987552014879	55	0	0	55.2
6.5	4	-250	-694.881156630847	55	0	0	55.2
6.6	4	-250	-705.586435524259	55	0	0	55.2
6.7	4	-250	-716.099907979509	55	0	0	55.2
6.8	4	-250	-726.418122604836	55	0	0	55.2
6.9	4	-250	-736.53765819385	55	0	0	55.2
7	4	-250	-746.455124601515	55	0	0	55.2
7.1	4	-250	-756.167163634728	55	0	0	55.2
7.2	4	-250	-765.670449957599	55	0	0	55.2
7.3	4	-250	-774.961692011546	55	0	0	55.2
7.4	4	-250	-784.037632950285	55	0	0	55.2
7.5	4	-250	-792.895051589807	55	0	0	55.2
7.6	4	-250	-801.530763373402	55	0	0	55.2
7.7	4	-250	-809.94162135179	55	0	0	55.2
7.8	4	-250	-818.124517178396	55	0	0	55.2
7.9	4	-250	-826.076382119807	55	0	0	55.2
8	4	-250	-833.794188081414	55	0	0	55.2
8.1	4	-250	-841.274948648253	55	0	0	55.2
8.2	4	-250	-848.515720141023	55	0	0	55.2
8.3	4	-250	-855.513602687261	55	0	0	55.2
8.4	4	-250	-862.265741307623	55	0	0	55.2
8.5	4	-250	-868.769327017217	55	0	0	55.2
8.6	4	-250	-875.021597941915	55	0	0	55.2
8.7	4	-250	-881.019840449548	55	0	0	55.2
8.8	4	-250	-886.761390295889	55	0	0	55.2
8.9	4	-250	-892.243633785278	55	0	0	55.2
9	4	-250	-897.464008945771	55	0	0	55.2
9.1	4	-250	-902.420006718639	55	0	0	55.2
9.2	4	-250	-907.109172162038	55	0	0	55.2
9.3	4	-250	-911.529105668668	55	0	0	55.2
9.4	4	-250	-915.677464197184	55	0	0	55.2
9.5	4	-250	-919.551962517141	55	0	0	55.2
9.6	4	-250	-923.150374467211	55	0	0	55.2
9.7	4	-250	-926.470534226394	55	0	0	55.2
9.8	4	-250	-929.510337597934	55	0	0	55.2
9.9	4	-250	-932.267743305616	55	0	0	55.2
10	4	-250	-934.740774302108	55	0	0	55.2
10.1	4	-250	-936.927519088986	55	0	0	55.2
10.2	4	-250	-938.826133048065	55	0	0	55.2
10.3	4	-250	-940.434839783615	55	0	0	55.2
10.4	4	-250	-941.751932475053	55	0	0	55.2
10.5	4	-250	-942.775775239645	55	0	0	55.2
10.6	4	-250	-943.504804504738	55	0	0	55.2
10.7	4	-250	-943.93753038904	55	0	0	55.2
10.8	4	-250	-944.072538092401	55	0	0	55.2
10.9	4	-250	-943.908489293562	55	0	0	55.2
11	4	-250	-943.444123555277	55	0	0	55.2
11.1	4	-250	-942.678259736229	55	0	0	55.2
11.2	4	-250	-941.609797409094	55	0	0	55.2
11.3	4	-250	-940.237718284106	55	0	0	55.2
11.4	4	-250	-938.561087637438	55	0	0	55.2
11.5	4	-250	-936.579055743699	55	0	0	55.2
11.6	4	-250	-934.290859311798	55	0	0	55.2
11.7	4	-250	-931.695822923422	55	0	0	55.2
11.8	4	-250	-928.793360473332	55	0	0	55.2
11.9	4	-250	-925.582976610655	55	0	0	55.2
12	4	-250	-922.064268180326	55	0	0	55.2
-12.1	0	-750	2061.78151760993	55	0	0	55.2
-12	0	-750	2082.50111384136	55	0	0	55.2
-11.9	0	-750	2102.67412722101	55	0	0	55.2
-11.8	0	-750	2122.29407656746	55	0	0	55.2
-11.7	0	-750	2141.35462055831	55	0	0	55.2
-11.6	0	-750	2159.84956028631	55	0	0	55.2
-11.5	0	-750	2177.7728417779	55	0	0	55.2
-11.4	0	-750	2195.11855847315	55	0	0	55.2
-11.3	0	-750	2211.88095366574	55	0	0	55.2
-11.2	0	-750	2228.05442290197	55	0	0	55.2
-11.1	0	-750	2243.63351633759	55	0	0	55.2
-11	0	-750	2258.61294105121	55	0	0	55.2
-10.9	0	-750	2272.98756331337	55	0	0	55.2
-10.8	0	-750	2286.75241080994	55	0	0	55.2
-10.7	0	-750	2299.90267481884	55	0	0	55.2
-10.6	0	-750	2312.43371233907	55	0	0	55.2
-10.5	0	-750	2324.34104817078	55	0	0	55.2
-10.4	0	-750	2335.62037694551	55	0	0	55.2
-10.3	0	-750	2346.26756510543	55	0	0	55.2
-10.2	0	-750	2356.27865283064	55	0	0	55.2
-10.1	0	-750	2365.64985591342	55	0	0	55.2
-10	0	-750	2374.37756757858	55	0	0	55.2
-9.9	0	-750	2382.45836024876	55	0	0	55.2
-9.8	0	-750	2389.88898725386	55	0	0	55.2
-9.7	0	-750	2396.66638448365	55	0	0	55.2
-9.6	0	-750	2402.78767198257	55	0	0	55.2
-9.5	0	-750	2408.25015548587	55	0	0	55.2
-9.4	0	-750	2413.05132789624	55	0	0	55.2
-9.3	0	-750	2417.18887070004	55	0	0	55.2
